TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
2022-06-13,-,33,"27,8",84,"14,3","1,7",3,320,1,C 
2022-06-16,"25,2",-,28,84,5,3,3,30,2,E 
2022-06-22,"24,8","31,4","27,6",84,8888,"3,8",3,30,2,NW
2022-06-30,"23,2",31,"27,3",80,8888,"4,1",5,250,3,SW
2022-07-05,"25,3","32,2","28,4",82,8888,"1,4",3,230,2,E 
2022-07-06,-,"33,8","28,1",81,-,0,3,210,2,SW
2022-07-08,-,"33,2",28,84,-,1,4,140,2,S 
2022-07-12,-,"33,4","28,5",81,"1,5","1,3",3,140,2,SW
2022-07-13,"25,8","31,6","28,1",82,8888,"2,8",3,300,2,NW
2022-07-16,-,"31,8",28,84,-,"2,7",4,120,2,S 
2022-07-19,"24,3","32,2","27,8",83,8888,0,5,80,2,E 
2022-07-20,-,33,"27,9",82,-,"2,2",4,140,1,SE
2022-07-21,25,"33,9","28,7",79,8888,"4,5",5,90,2,E 
2022-07-22,25,32,"26,9",86,-,"7,5",3,190,2,NW
2022-07-24,"25,4","32,4",28,81,-,"4,2",5,210,3,S 
2022-07-27,"25,4","32,2","26,5",92,8888,"4,4",3,230,2,W 
2022-08-03,"25,2","30,5",27,88,8888,"3,2",3,70,1,N 
2022-08-04,-,"31,4","26,8",89,"0,5","1,5",4,260,2,W 
2022-08-05,-,32,"27,4",84,25,"4,1",5,250,2,W 
2022-08-06,25,-,"26,5",86,8888,"3,1",4,250,2,W 
2022-08-07,"24,7","32,1","27,8",80,8888,0,4,280,2,W 
2022-08-09,"25,2","33,7","27,9",83,8888,"3,2",3,260,2,S 
2022-08-10,"25,3","29,2","26,4",90,8888,"3,2",3,350,1,N 
2022-08-11,-,34,"28,2",82,7,"0,9",5,160,2,SE
2022-08-20,25,"32,8","27,4",85,-,"6,3",4,200,2,C 
2022-08-23,25,"31,7","27,5",82,8888,"5,6",5,230,2,SW
2022-08-24,"25,6","32,6","28,2",80,-,"3,4",4,280,3,S 
2022-09-02,"25,6","32,8","27,3",87,-,"7,3",5,240,2,S 
2022-09-04,-,"32,2","27,5",86,18,"3,5",3,180,2,S 
2022-09-08,-,"32,8",27,86,-,"0,9",4,340,2,W 
2022-09-12,-,"33,4","27,1",84,8,0,4,140,2,NW
2022-09-13,"24,4",32,"27,6",86,-,"5,1",3,80,2,W 
2022-09-17,"24,6","33,2","27,9",80,-,"1,4",3,190,2,S 
2022-09-20,"24,8",-,"27,5",82,8888,"1,1",4,270,2,W 
2022-09-23,"23,2",-,"28,1",81,"101,3","4,5",3,130,2,NW
2022-09-24,"24,5","29,2","25,5",92,-,"4,4",5,290,2,SW
2022-09-28,"25,1","33,4","28,4",81,-,"6,8",4,90,2,S 
2022-10-12,-,33,27,82,"21,5","3,5",3,240,2,SW
2022-10-14,-,"34,3","28,4",76,"14,5","3,6",3,230,2,W 
2022-10-16,"25,6","34,2","28,7",78,8888,"4,3",4,300,2,SW
2022-10-21,"25,8","32,6","28,8",81,8888,"3,5",4,50,2,NE
2022-10-30,"25,5","34,6","29,1",78,-,"4,3",4,200,3,SW
2022-10-31,"26,2",34,"29,4",77,8888,"6,1",4,180,3,S 
2022-11-05,"25,4",33,"27,9",82,8888,"3,5",3,200,2,NW
2022-11-08,"25,4",33,"28,5",78,-,"0,5",4,290,2,S 
2022-11-16,-,"32,4","27,4",84,"37,6","1,8",4,290,2,W 
2022-11-17,25,"34,6","27,7",85,-,"1,9",3,240,1,NW
2022-11-19,-,30,26,85,6,0,5,210,2,SW
2022-11-20,"24,6","31,4","26,8",84,8888,"0,2",3,250,1,S 
2022-11-23,"23,2","34,8","28,4",78,8888,"4,2",6,160,3,NW
2022-11-29,-,"29,4","26,8",84,7,7,3,290,2,C 
2022-11-30,"24,8","33,4","28,4",76,8888,"0,4",3,300,2,NW
2022-12-01,-,"32,4","27,3",82,8888,"6,9",3,300,2,NW
2022-12-02,"24,3","32,2","27,4",80,-,"3,8",3,340,2,NW
2022-12-04,"23,4","33,9","28,5",80,8888,"1,6",5,300,3,NW
2022-12-10,"25,4",34,"29,1",76,-,"6,3",4,290,2,W 
2022-12-13,25,"27,6",26,90,8888,"4,7",4,280,2,N 
2022-12-17,-,"30,6","26,6",88,"1,9",2,4,270,2,NE
2022-12-21,"25,2","33,8","28,9",82,8888,"3,8",4,140,2,W 
2022-12-25,"24,5","33,2","28,2",77,8888,0,5,290,2,W 
2022-12-27,"25,2",35,"28,9",76,8888,"0,4",3,300,2,NW
2022-12-28,"26,2",35,"29,6",72,-,"4,8",5,150,2,W 
2022-12-31,25,"34,8","29,1",70,-,"6,7",3,260,2,W 
2023-01-01,25,"33,4",29,74,-,"7,6",3,60,2,NE
2023-01-02,"24,4","34,2","27,8",86,-,0,14,240,4,W 
2023-01-04,"23,1","32,4","27,6",76,-,8,4,260,2,SW
2023-01-11,"22,4","32,9","26,7",83,8888,"8,9",4,50,2,NE
2023-01-15,"22,9","32,8","27,6",84,-,"9,7",5,230,2,W 
2023-01-22,"21,6","31,8","25,4",90,-,0,6,160,2,W 
2023-01-24,22,31,"26,1",86,-,"9,7",3,220,2,SW
2023-02-05,"23,8","31,8","27,5",85,-,"2,1",4,270,2,NE
2023-02-08,"23,4","32,4","27,2",82,8888,"8,6",5,60,2,NE
2023-02-10,-,"32,7",27,84,0,"8,5",5,30,3,E 
2023-02-11,"22,7","31,8","26,5",84,-,"8,6",4,30,2,NE
2023-03-02,"23,3","31,6",27,84,8888,0,5,50,2,N 
2023-03-04,"24,1","28,5",26,91,8888,"7,9",4,30,1,C 
2023-03-09,"23,2","30,6","26,4",88,"6,3",-,6,110,1,E 
2023-03-10,-,"32,2","27,5",82,"12,5","8,6",4,360,2,N 
2023-03-12,"24,6","29,3","26,4",92,-,"3,4",6,230,2,SE
2023-03-16,-,33,"27,1",82,8888,"2,6",4,70,1,C 
2023-03-22,24,"31,2","26,3",90,8888,"4,5",5,110,2,E 
2023-03-24,"23,8","32,7","27,5",83,-,"1,2",4,50,2,NE
2023-03-27,"24,3","31,4","26,4",91,-,"0,2",5,300,2,W 
2023-03-29,23,"32,6","26,6",89,8888,0,3,320,1,C 
2023-04-03,24,"29,1","24,7",94,8888,"9,4",3,290,1,SW
2023-04-05,"23,4",32,"26,1",89,8888,0,4,150,1,C 
2023-04-08,"22,8","32,2","25,5",90,8888,"8,3",5,160,2,N 
2023-04-15,24,32,"27,7",87,8888,"1,2",4,250,1,W 
2023-04-17,"23,3","34,2",26,87,8888,"0,1",8,250,2,N 
2023-04-22,"24,3",32,"27,4",88,-,7,3,40,1,C 
2023-04-23,"24,2","33,2",28,84,-,"8,2",6,50,1,C 
2023-05-06,"23,6","32,8","25,8",96,-,9,4,270,1,C 
2023-05-13,"24,2","33,4","26,7",90,-,"7,8",5,250,1,C 
2023-05-21,"23,4","33,4","27,8",84,-,"6,2",4,240,2,N 
2023-05-23,"23,4","32,6","26,3",91,8888,"6,9",4,180,2,S 
2023-05-30,"24,8","31,8","27,3",89,8888,"5,4",3,200,1,C 
2023-06-02,"23,6","33,6","27,6",89,8888,"7,9",4,190,2,S 
2023-06-04,"24,2","32,8","27,2",90,8888,"5,4",4,230,1,C 
2023-06-07,24,"32,2","25,5",92,-,6,3,180,1,S 
2023-06-13,"22,6","30,8","25,8",92,8888,5,2,180,1,C 
2023-06-16,24,"31,8","26,3",89,8888,0,4,20,1,C 
2023-06-20,"23,2","25,9","23,8",98,8888,"3,4",3,210,1,C 
2023-06-24,"23,2","31,2","27,5",87,-,"5,3",5,230,2,C 
2023-06-27,24,"28,9","26,4",91,8888,"5,1",4,230,1,C 
2023-06-29,"22,8","32,9","27,3",86,8888,4,3,190,1,N 
2023-07-01,"23,2",31,"25,8",93,8888,"5,4",3,20,1,C 
2023-07-10,23,"32,2","27,1",85,-,"6,6",3,270,1,C 
2023-07-12,"23,8","31,6","27,4",84,-,"8,8",4,230,2,SW
2023-07-14,"23,9","32,7","27,3",86,-,"1,9",4,170,2,SW
2023-07-16,25,29,"26,5",89,-,"8,7",5,210,2,SW
2023-07-18,"22,3","30,7","26,2",88,-,"3,5",3,230,1,S 
2023-07-20,25,"31,4","27,1",88,-,"9,3",4,280,2,SW
2023-07-23,"23,9","31,8","26,8",88,-,"1,5",6,170,2,SW
2023-07-27,"22,8","32,2","26,9",82,-,"3,6",5,170,2,C 
2023-07-29,-,33,"26,8",79,-,"7,7",5,190,2,S 
2023-07-30,"21,6","33,7","26,8",80,-,"9,4",4,180,2,S 
2023-08-01,23,"33,4","26,9",85,-,6,5,170,2,S 
2023-08-02,"22,9","34,6","27,3",81,-,"4,8",5,230,2,SW
2023-08-05,"24,1","32,9","26,8",89,-,"9,3",5,330,1,C 
2023-08-07,"24,6","33,3","27,9",83,-,"7,3",5,200,2,SW
2023-08-08,"23,4","33,6","27,4",80,-,"7,1",5,210,2,C 
2023-08-11,25,29,26,92,8888,"6,2",5,190,1,C 
2023-08-13,"22,2","33,8","26,7",81,8888,6,4,180,1,S 
2023-08-16,"23,8","33,2","27,2",82,-,"5,1",5,200,2,S 
2023-08-17,"23,8","32,6","27,3",82,-,"6,3",7,160,3,S 
2023-08-20,"23,4","33,9","27,4",82,-,"9,1",5,180,2,S 
2023-08-27,23,"33,9","27,7",80,-,"3,7",5,200,3,SW
2023-08-31,"24,6","33,8",28,81,-,"7,9",5,160,3,S 
2023-09-01,"24,9","32,8","27,9",80,-,"7,8",6,150,3,SW
2023-09-04,25,"33,1","28,1",78,-,"5,6",4,160,2,S 
2023-09-10,24,"33,4","27,6",85,-,"4,9",4,40,1,C 
2023-09-16,24,34,"27,6",82,-,"4,6",4,120,2,NW
2023-09-19,24,"31,2","27,1",-,"7,2","1,5",4,240,2,W 
2023-09-21,"24,6","33,6","28,2",77,8888,"4,5",6,170,3,S 
2023-09-22,24,"33,2",28,74,-,"7,8",6,160,2,C 
2023-09-25,"22,6","33,4","26,7",84,-,"7,8",5,160,2,S 
2023-09-26,"22,3","33,8","27,1",80,-,"5,1",6,170,2,S 
2023-09-29,"24,2","34,8","28,1",83,-,8,4,110,1,S 
2023-10-01,"24,5","33,6","28,1",80,-,"2,9",6,160,2,S 
2023-10-04,"23,2","34,6","28,2",81,8888,"8,6",5,90,1,C 
2023-10-06,"23,2","31,8","25,5",91,-,"5,5",5,130,1,N 
2023-10-16,25,"32,9","27,7",87,-,6,6,90,1,NW
2023-10-21,23,"34,1","27,5",84,-,"2,3",5,100,1,C 
2023-11-10,"21,8",34,"28,7",78,-,0,3,250,1,W 
2023-11-15,24,32,"27,7",86,-,"4,4",7,250,1,C 
2023-11-19,24,"31,4","26,8",89,-,"2,3",4,270,1,SW
2023-11-22,"24,4","34,6","28,8",79,0,-,4,70,1,C 
2023-11-23,"24,1","33,1","27,9",83,-,"9,2",4,200,2,SW
2023-12-02,-,31,"27,3",87,"5,8",9,3,290,1,C 
2023-12-04,"23,6","32,1","27,1",87,8888,4,3,160,1,N 
2023-12-05,"23,8",32,"27,5",85,8888,"3,5",3,290,1,C 
2023-12-08,"23,6","33,2","28,5",80,-,"6,1",3,250,1,W 
2023-12-10,"24,6","32,8","28,7",79,8888,1,5,300,2,W 
2023-12-24,"23,2","32,8",28,77,8888,"5,4",7,60,2,C 
2023-12-25,"24,4","32,8","28,4",76,-,8,5,40,2,C 
2023-12-30,"24,2","32,6","28,3",82,-,"10,4",4,60,1,NE
2024-01-06,-,"32,3","27,6",84,8888,"8,5",5,40,2,NE
2024-01-07,24,"33,4","28,2",79,-,"4,8",5,70,2,N 
2024-01-08,"24,8","29,8","26,5",88,8888,"6,3",2,260,1,C 
2024-01-11,25,"32,6","28,1",79,-,"6,9",4,10,2,NE
2024-01-12,"24,1","34,2","28,9",81,8888,"6,8",4,320,2,NW
2024-01-13,25,32,"26,7",90,-,"8,6",4,280,2,W 
2024-01-28,"23,8","32,4","27,7",81,-,"6,6",5,20,2,NE
2024-01-29,"23,5","32,6","27,9",82,-,8,4,70,2,C 
2024-01-31,"24,5","33,5","28,5",80,-,"9,6",4,80,2,NE
2024-02-02,"24,6","32,2","26,9",86,-,"5,1",5,160,1,N 
2024-02-04,"23,6","32,8","27,6",83,-,"8,3",6,250,2,W 
2024-02-08,24,"34,6","28,8",75,8888,2,3,250,1,C 
2024-02-11,25,32,"27,6",82,-,"1,5",5,360,2,NE
2024-02-15,"24,8","32,6","28,3",77,-,8,8,50,3,NE
2024-02-16,25,"32,8","28,2",73,-,"8,6",8,50,4,NE
2024-02-20,"24,6","32,9","28,7",76,-,"9,9",7,30,4,NE
2024-02-21,"25,4","33,4",29,76,-,8,6,50,3,NE
2024-02-25,"26,3","34,2","29,3",73,-,"9,4",6,10,3,NE
2024-03-01,"24,5","33,8","28,8",76,-,10,7,70,3,NE
2024-03-02,"24,4","33,5","29,2",77,-,"8,1",6,60,3,NE
2024-03-06,"25,2","34,2","29,4",74,-,"6,7",5,70,2,NE
2024-03-07,26,"33,7",27,88,8888,"7,8",2,350,1,W 
2024-03-11,"23,4","33,2","28,3",75,8888,0,8,60,3,NE
2024-03-12,24,"33,2","28,9",77,-,"9,3",6,50,3,NE
2024-03-16,"22,8","34,2","28,9",71,-,"2,5",7,40,3,NE
2024-03-17,"24,4",34,"28,5",76,-,"9,2",6,60,3,NE
2024-03-26,"24,5","33,5","29,2",74,-,"9,5",6,60,3,E 
2024-03-30,"23,6","33,4","28,6",80,8888,"2,2",4,70,2,E 
2024-03-31,"24,2","32,7","28,5",79,-,"8,9",5,60,2,E 
2024-04-01,25,"32,2","27,2",86,-,"3,9",5,30,2,NE
2024-04-09,"25,4","32,8",28,85,8888,"6,5",4,330,2,NW
2024-04-14,25,"33,6","29,3",72,-,"10,1",6,60,2,NE
2024-04-16,"26,2",34,29,73,8888,"9,8",5,70,2,E 
2024-04-17,24,35,"29,3",71,-,"8,8",5,70,2,E 
2024-04-18,"24,8","35,2","29,5",72,-,"8,8",4,80,1,N 
2024-04-20,"25,8","33,6","28,9",78,-,"5,5",6,50,2,NE
2024-04-22,"24,4","33,5","29,3",77,-,"8,2",4,60,2,NE
2024-04-24,"25,5","32,4","28,3",82,-,"5,9",5,150,2,S 
2024-04-25,"25,5","33,7","28,6",77,-,"3,1",6,70,2,E 
2024-04-26,"24,8",35,"29,5",73,-,"6,2",5,50,2,NE
2024-05-01,"24,8",35,29,82,-,-,4,140,2,E 
2024-05-03,-,-,-,97,"16,5",5,3,210,1,C 
2024-05-05,"25,6","30,3","26,9",90,-,"3,3",5,200,2,SW
2024-05-08,"25,4","31,7","26,8",91,-,"3,9",4,240,1,W 
2024-05-10,"23,5",34,29,78,8888,2,4,100,1,E 
2024-05-11,"24,6",33,"27,8",89,-,"8,3",4,250,1,E 
2024-06-01,"25,8","33,1","29,1",81,8888,"7,9",4,60,2,SE
2024-06-07,"25,1","31,3","27,4",88,-,"1,4",3,90,1,W 
2024-06-10,24,"32,8",26,91,8888,"0,5",4,260,1,N 
2024-06-17,"23,9","31,8","27,7",84,8888,"4,2",4,230,1,N 
2024-06-22,24,"30,5","27,4",86,-,"5,5",4,200,1,S 
2024-06-25,"24,2","32,6","27,7",81,8888,"0,2",3,90,1,N 
2024-06-26,24,"32,6","26,5",89,-,"2,7",5,100,1,C 
2024-06-28,"23,2","32,6","27,5",86,"15,2",-,3,320,1,C 
2024-07-01,"24,4","29,4","26,9",89,-,"3,1",4,170,2,S 
2024-07-02,"24,6","27,8","25,5",93,8888,"0,2",3,240,1,SW
2024-07-04,"24,4","33,2","27,6",83,8888,"0,8",3,90,1,C 
2024-07-06,"23,4","31,2","26,9",89,8888,3,3,30,1,SE
2024-07-08,-,"29,6",-,-,-,-,3,290,1,W
2024-07-09,"24,9","27,4","25,8",95,8888,"0,1",5,230,1,SW
2024-07-12,"24,3","31,4","26,9",87,8888,"0,5",4,240,2,S
2024-07-24,25,"32,3","27,7",87,8888,1,4,210,2,S
2024-08-01,"23,5",32,"27,4",84,8888,7,3,210,1,S
2024-08-06,"24,2","30,2","26,8",88,8888,"3,2",4,220,2,SW
2024-08-08,"24,2","29,1","26,2",91,8888,"1,1",2,170,1,W
2024-08-10,"23,6","31,5","26,6",88,8888,"4,5",3,220,1,SW
2024-08-12,"22,8","31,2","26,8",87,8888,"3,2",4,230,2,SW
2024-08-28,"24,7","30,4","26,4",93,8888,"4,4",4,270,2,W
2024-09-03,"24,8","33,8","28,3",81,8888,8,4,100,2,E
2024-09-26,"24,8","31,2","27,3",88,8888,8,3,100,1,E
2024-10-16,"24,8","32,3",27,87,8888,8,3,280,1,W
2024-11-05,"24,1","32,7","28,1",79,8888,"4,5",5,170,2,S
2024-11-08,"23,8","34,6","28,1",83,8888,"7,6",5,90,1,C
2024-11-17,"24,8",32,"27,7",86,8888,"7,7",5,40,1,C
2024-11-18,24,"32,9","27,8",82,8888,8,4,70,2,E
2024-11-23,25,"29,6","26,7",93,8888,8,3,60,1,C
2024-11-28,"25,5",32,"27,8",86,8888,8,3,260,1,W
2024-11-29,"25,4",33,"28,4",82,8888,8,6,260,2,W
2024-12-03,"25,9","28,6","25,9",93,8888,8,5,310,2,W
2024-12-08,"24,9","31,4","27,5",80,8888,8,4,340,1,NW
2024-12-09,"23,7","32,4","27,2",83,8888,8,3,140,1,SW
2024-12-14,"24,8","32,2","27,6",87,8888,8,7,300,2,NE
2024-12-27,"24,8","29,6","26,6",87,8888,8,4,280,2,W
2024-12-28,"24,8","33,9","28,1",83,8888,"7,8",4,250,2,W
2025-01-01,25,"33,5","28,7",82,8888,8,3,270,2,SW
2025-01-05,"22,9","32,6","25,4",90,8888,"6,1",9,270,2,NE
2025-01-08,"24,8","26,9","25,7",93,8888,8,3,220,1,E
2025-01-12,"24,6",32,28,81,8888,8,5,270,2,W
2025-01-16,24,"33,1","27,4",80,8888,8,4,310,2,NW
2025-01-19,"25,1","31,6","27,8",80,8888,8,5,330,2,SW
2025-01-28,"24,2","31,2","26,5",90,8888,8,4,360,2,SW
2025-02-04,"24,2",32,27,81,8888,"7,7",4,310,1,NW
2025-02-05,"24,5","34,2",28,82,8888,"7,9",4,220,1,C
2025-02-19,24,"33,3","26,8",83,8888,"7,4",6,250,2,W
2025-03-22,"24,2","30,8","26,6",88,8888,8,5,180,2,NW
2025-03-28,"24,8","34,1","28,3",83,8888,"7,6",3,180,1,E
2025-04-24,"24,1",32,"26,3",88,8888,8,4,160,1,S
2025-04-30,"24,3","32,1","27,3",84,8888,"5,5",5,237,2,S
2025-05-10,"24,6","30,3","27,2",86,8888,8,4,290,1,C
2025-05-22,"24,3","29,7","26,1",92,8888,"7,5",4,250,1,S
2025-06-04,"24,9","32,8","28,1",83,8888,8,3,360,1,NW
2025-06-16,"23,6","31,6","26,5",89,8888,"7,5",3,30,1,SE
2025-06-26,"24,2","29,7","26,2",88,8888,8,3,220,1,NW
2025-07-01,"23,8","33,2",27,82,8888,"7,5",4,280,2,S
2025-07-19,"23,7","29,5","25,7",82,8888,8,6,190,2,S
2025-08-09,"24,1",28,"25,8",90,8888,8,4,196,1,S
2025-08-23,"25,1",30,"26,6",89,8888,8,4,200,1,C
2025-08-25,"23,4","30,5","26,5",82,8888,8,4,230,2,W
2025-08-26,"23,6","31,2","26,4",82,8888,8,4,180,1,S
2025-09-09,24,"28,5","25,8",90,8888,8,3,260,1,W
2025-09-16,"23,5","30,6","24,8",92,8888,8,5,190,1,C
2025-09-22,"23,5","32,2","27,2",81,8888,8,5,200,2,S
2025-09-27,"23,7","31,9","26,4",87,8888,8,5,160,1,W
2025-10-03,"24,4","30,5","25,2",92,8888,8,4,320,1,W
2025-10-20,"24,1",32,"27,6",87,8888,"7,8",2,100,1,SW
2025-11-03,"24,3","33,9","27,4",85,8888,8,3,150,1,S
2025-11-19,"24,9","28,6","26,6",86,8888,8,5,240,2,W
2025-12-14,"24,6","32,7","27,7",81,8888,"6,1",5,350,2,W
